number,value,datetime_start,datetime_complete,duration,params_balance_strategy,params_batch_size,params_classifier_dropout,params_classifier_hidden,params_classifier_layers,params_cnn_base_channels,params_cnn_layers,params_discriminator_hidden,params_discriminator_layers,params_domain_loss_weight,params_domain_weight_schedule,params_focal_gamma,params_gamma_grl,params_learning_rate,params_lr_scheduler,params_lstm_bidirectional,params_lstm_dropout,params_lstm_hidden,params_lstm_layers,params_warmup_epochs,params_weight_decay,state
32,0.5635690459737754,2026-01-07 19:58:24.221474,2026-01-07 20:04:26.019673,0 days 00:06:01.798199,focal_only,16,0.2794717362300564,96,2,32,3,96,2,0.2362143862265214,exponential,1.5870276752720425,3.181588029067572,0.0007126705195224154,cosine,True,0.43282240187810506,96,1,35,1.4287391976344783e-06,COMPLETE
33,0.5525884597775672,2026-01-07 20:04:26.022248,2026-01-07 20:08:56.682679,0 days 00:04:30.660431,focal_only,16,0.28609629518197227,96,2,32,3,96,2,0.2390895670841528,exponential,1.597479794444592,3.2408435743904773,0.001073582947068334,onecycle,False,0.3321897121023467,96,1,34,1.7200496468703525e-06,COMPLETE
34,0.5069263041353744,2026-01-07 20:08:56.683516,2026-01-07 20:13:53.368586,0 days 00:04:56.685070,focal_only,16,0.28542599302633437,96,2,32,3,32,2,0.24347755757842854,constant,1.5104600655731424,3.241506914156768,0.0010724837863119953,onecycle,True,0.3330493746559933,96,1,34,1.653620683173417e-06,COMPLETE
35,0.5509213997351585,2026-01-07 20:13:53.369449,2026-01-07 20:18:19.905374,0 days 00:04:26.535925,focal_only,16,0.3858821753168428,96,2,32,3,96,2,0.13543812472600242,exponential,1.623127307166132,3.1901158878099123,0.0007045711401418562,onecycle,False,0.2976347199515804,96,1,35,3.655934422407548e-06,COMPLETE
36,0.4426184700811681,2026-01-07 20:18:19.906056,2026-01-07 20:19:21.185716,0 days 00:01:01.279660,focal_only,16,0.27005480922411457,96,2,32,3,32,3,0.2509768291624275,linear,2.204949402347193,2.7692449277930153,0.00048652201542576746,onecycle,False,0.3937786519741463,96,2,32,1.6326627139694483e-06,PRUNED
37,0.5696059891693706,2026-01-07 20:19:21.186470,2026-01-07 20:25:07.171546,0 days 00:05:45.985076,focal_only,16,0.29845984143439264,96,3,32,4,64,1,0.2054781615134068,constant,3.1173562542149673,3.7333172734404343,0.0006226880490211861,onecycle,False,0.24320210479648502,64,1,37,2.2340969505328905e-06,COMPLETE
38,0.44296203402747564,2026-01-07 20:25:07.172348,2026-01-07 20:29:21.716619,0 days 00:04:14.544271,weighted_sampling,16,0.5317260891848705,32,3,96,4,64,1,0.18739879326239012,constant,2.8405419952249362,3.5527855419307937,0.0006709106561012851,warmup_cosine,True,0.23485075597062677,64,2,38,6.123476144827868e-06,PRUNED
39,0.5359686190426087,2026-01-07 20:29:21.717301,2026-01-07 20:34:16.543340,0 days 00:04:54.826039,focal_only,16,0.4538151964672024,96,3,32,4,64,1,0.16173047260811216,constant,3.162417693555187,3.7822382524518923,0.0005623148221001106,warmup_cosine,False,0.19174101072918276,64,2,37,1.3012640506048027e-06,COMPLETE
40,0.5319981307543051,2026-01-07 20:34:16.544212,2026-01-07 20:38:52.413822,0 days 00:04:35.869610,focal_only,16,0.5777818824448446,32,3,32,4,64,1,0.2134299601255295,constant,3.1214068822252865,3.6648199851774352,5.0013542358699066e-05,step,False,0.2217243550510393,64,2,35,2.949934600242152e-06,COMPLETE
41,0.4994304582780001,2026-01-07 20:38:52.414660,2026-01-07 20:43:34.764186,0 days 00:04:42.349526,focal_only,16,0.2953922400019491,96,3,32,3,64,3,0.2427393517910475,constant,1.5934563685125667,3.335973976002973,0.0008032795894882236,onecycle,False,0.3421208006267591,64,1,34,2.0675124825484423e-06,COMPLETE
42,0.5751893653948781,2026-01-07 20:43:34.765256,2026-01-07 20:48:15.882496,0 days 00:04:41.117240,focal_only,16,0.3346602927320252,96,3,32,3,64,2,0.1248318643266339,exponential,1.77521957095554,2.4609184760275324,0.0010643031115921578,onecycle,False,0.28711594581042665,96,1,32,1.3450084428394494e-06,COMPLETE
43,0.5329899115710289,2026-01-07 20:48:15.883314,2026-01-07 20:52:26.107291,0 days 00:04:10.223977,focal_only,16,0.33436763148065896,96,3,32,3,64,2,0.11251390669800673,constant,2.0484195239455354,2.462920434270342,0.00023891746969156044,onecycle,False,0.2626294627811761,96,1,32,1.1895843217861355e-06,COMPLETE
44,0.5148519722343078,2026-01-07 20:52:26.110624,2026-01-07 20:56:29.671432,0 days 00:04:03.560808,focal_only,16,0.30719721142011547,64,3,32,3,64,3,0.062233494534832956,linear,3.0564292044854957,2.4720248398192397,0.00046971704140995676,onecycle,False,0.28933901688900626,64,1,30,2.379515069780091e-06,COMPLETE
45,0.2326588598169997,2026-01-07 20:56:29.672137,2026-01-07 20:57:44.502318,0 days 00:01:14.830181,weighted_sampling,16,0.3827963980800297,96,3,64,4,64,1,0.14977686736481374,constant,1.8082901915198966,3.0811374701939167,0.0006092865191649472,onecycle,True,0.24159575586939747,96,1,31,3.5836964980399527e-06,PRUNED
46,0.35003497726477784,2026-01-07 20:57:44.502934,2026-01-07 20:58:18.695981,0 days 00:00:34.193047,focal_only,32,0.34095793719077644,96,3,96,3,64,2,0.2114041075421314,exponential,2.7555405496636567,2.6366414707193573,0.001042366426166096,onecycle,False,0.2673199927305635,192,1,39,6.067643854202357e-06,PRUNED
47,0.4755703711286851,2026-01-07 20:58:18.697665,2026-01-07 21:04:23.673927,0 days 00:06:04.976262,focal_only,16,0.3656476950483755,32,3,32,4,64,2,0.12502391064582477,constant,2.3630436967994592,3.4510341632103017,0.0007692657062627623,warmup_cosine,True,0.31855021757958346,128,2,37,0.0006261063093586454,COMPLETE
48,0.5560156629897883,2026-01-07 21:04:23.674712,2026-01-07 21:08:54.130818,0 days 00:04:30.456106,focal_only,16,0.41854772280829133,96,3,32,3,32,1,0.1904450639269744,exponential,2.9736523469704097,3.8156604429982734,0.0004946902227353973,warmup_cosine,False,0.1982081854081436,96,1,33,0.00016545839175254571,COMPLETE
49,0.5304072339429234,2026-01-07 21:08:54.134191,2026-01-07 21:13:14.262867,0 days 00:04:20.128676,focal_only,16,0.40568331238321437,96,3,32,3,32,1,0.19171301188298112,exponential,3.012181165775675,3.9718355106586807,0.00040494036267729587,onecycle,False,0.11511487108452836,64,3,36,0.0001905047715465042,COMPLETE
50,0.4648233458550045,2026-01-07 21:13:14.264572,2026-01-07 21:15:59.130827,0 days 00:02:44.866255,focal_only,32,0.35901051974296844,96,3,64,3,64,1,0.09684797239901935,exponential,3.338621314168588,3.8061158801461197,0.0003394984271268735,step,True,0.20276158742460393,96,1,34,0.0003932204669033194,COMPLETE
51,0.5541793565889489,2026-01-07 21:15:59.131484,2026-01-07 21:20:29.461912,0 days 00:04:30.330428,focal_only,16,0.43362201782681664,96,3,32,3,32,1,0.1634506053295065,exponential,3.182778446578688,3.5623624813179613,0.0005282728154189874,warmup_cosine,False,0.18096809705233063,96,1,33,0.0004443567687821456,COMPLETE
52,0.5560038143228583,2026-01-07 21:20:29.464735,2026-01-07 21:25:01.975744,0 days 00:04:32.511009,focal_only,16,0.43619986844631337,96,3,32,3,32,1,0.16962474259964797,exponential,3.2327794028337897,3.527077874083446,0.00048100062752056544,warmup_cosine,False,0.21911809861028964,96,1,33,0.0003181485173590279,COMPLETE
53,0.5583935482586724,2026-01-07 21:25:01.978266,2026-01-07 21:29:34.515571,0 days 00:04:32.537305,focal_only,16,0.45121427849301887,96,3,32,3,32,1,0.22361301606270473,exponential,2.9544421751992007,3.6606201587997202,0.000493992872622322,warmup_cosine,False,0.14817291876395977,96,1,33,0.0001671538901852095,COMPLETE
54,0.5532180505435694,2026-01-07 21:29:34.516373,2026-01-07 21:34:04.227093,0 days 00:04:29.710720,focal_only,16,0.4591415289589827,96,3,32,3,32,1,0.22702584614917312,exponential,3.4889730331693767,3.6919216667850345,0.00042976489136167453,warmup_cosine,False,0.15575340296941448,96,1,33,0.00011693555244395013,COMPLETE
55,0.558055055541811,2026-01-07 21:34:04.228414,2026-01-07 21:39:24.982569,0 days 00:05:20.754155,focal_only,16,0.47143254350895414,96,3,32,4,32,1,0.2603524542323422,exponential,2.8881462550543655,3.867493793501598,0.0003067957092009188,warmup_cosine,False,0.2168591206056319,96,1,35,0.00016313038681148938,COMPLETE
56,0.5531131187492357,2026-01-07 21:39:24.983436,2026-01-07 21:44:51.512914,0 days 00:05:26.529478,focal_only,16,0.4925345880160657,96,3,32,4,32,1,0.2646422062766473,exponential,2.926845244524594,3.877582877998889,0.00025094093960327085,warmup_cosine,False,0.15752419693599087,96,1,37,0.00015920810346623716,COMPLETE
57,0.4802584146862805,2026-01-07 21:44:51.513743,2026-01-07 21:49:20.236948,0 days 00:04:28.723205,focal_only,16,0.4926899762133375,96,3,32,4,32,1,0.3041855050549862,exponential,2.98065029569492,3.877986798801533,0.00014857533795280893,cosine,False,0.10068600613037063,96,1,35,8.454141541399897e-05,COMPLETE
58,0.5520756494728292,2026-01-07 21:49:20.237882,2026-01-07 21:54:55.145721,0 days 00:05:34.907839,focal_only,16,0.4091703151192143,96,3,32,4,64,1,0.2636316555339235,exponential,2.8264067823690047,3.9624598002985953,0.00031985148484324293,warmup_cosine,True,0.14035298830334136,96,1,32,7.130206548344862e-05,COMPLETE
59,0.5515442130636766,2026-01-07 21:54:55.146492,2026-01-07 22:00:22.404221,0 days 00:05:27.257729,focal_only,16,0.4796269235394707,96,3,32,4,32,1,0.19733714579198447,exponential,2.61545542047606,3.3426978482995757,0.0013270838859570338,cosine,False,0.24808402823433814,192,1,36,5.052400768139035e-05,COMPLETE
60,0.5502799603022263,2026-01-07 22:00:22.405001,2026-01-07 22:05:35.369517,0 days 00:05:12.964516,focal_only,16,0.5118595485483106,64,3,32,4,96,1,0.22512915424544458,exponential,2.502861783775726,3.7239927183045944,0.0006055711260114769,onecycle,False,0.1282625925125481,96,1,39,3.210622393105364e-05,COMPLETE
61,0.5545821638699073,2026-01-07 22:05:35.370361,2026-01-07 22:09:54.631144,0 days 00:04:19.260783,focal_only,16,0.4246327939243009,96,3,32,3,32,1,0.16478885210608793,exponential,3.2797880685125054,3.5744778678116744,0.0003741744260962223,warmup_cosine,False,0.21626133526821434,96,1,33,0.0003092906931209807,COMPLETE
62,0.5412558259895295,2026-01-07 22:09:54.631919,2026-01-07 22:13:37.542046,0 days 00:03:42.910127,focal_only,16,0.44209224381287865,96,3,32,3,32,1,0.13433694180564776,exponential,3.0870538901085087,3.530230616393009,0.00048191751117861615,warmup_cosine,False,0.22702420535481913,96,1,34,0.00017715159538764358,COMPLETE
63,0.5511549606576863,2026-01-07 22:13:37.542691,2026-01-07 22:16:54.491427,0 days 00:03:16.948736,focal_only,16,0.4711334118475731,96,3,32,2,32,1,0.1758099919387074,exponential,3.200110871850405,3.8227767824626095,0.0009398922387813768,warmup_cosine,False,0.17495890379030696,96,1,35,0.0002728838951952318,COMPLETE
64,0.5545703152029772,2026-01-07 22:16:54.492212,2026-01-07 22:21:31.055306,0 days 00:04:36.563094,focal_only,16,0.39535843180552893,96,3,32,3,32,1,0.19856877402405693,exponential,3.2468866638009204,3.4130442053903316,0.0005262768734232271,warmup_cosine,False,0.20714212602437027,96,1,33,0.0005691602886515577,COMPLETE
65,0.20207299537143675,2026-01-07 22:21:31.056094,2026-01-07 22:22:28.821044,0 days 00:00:57.764950,weighted_sampling,16,0.4425222182329023,96,3,96,3,32,1,0.22608518901078958,exponential,2.96745410534134,3.694031012874002,0.0002922639801522322,warmup_cosine,False,0.19026584005522962,96,1,36,0.00014054443120164786,PRUNED
66,0.4816902549927912,2026-01-07 22:22:28.821681,2026-01-07 22:26:02.565109,0 days 00:03:33.743428,focal_only,16,0.5144468602422269,96,3,32,2,32,1,0.14924096201665177,exponential,2.8671727577619457,3.085430629214137,0.0007701491587321636,cosine,False,0.2557531226113398,96,1,32,0.00030121274559262814,COMPLETE
67,0.5534329853616831,2026-01-07 22:26:02.565967,2026-01-07 22:28:28.969539,0 days 00:02:26.403572,focal_only,32,0.42045334197521217,96,3,32,3,32,1,0.27909851216238457,exponential,3.046687961976354,3.493936646616356,0.0006220692541847182,warmup_cosine,True,0.23367866358377115,64,1,29,9.522896882808434e-05,COMPLETE
68,0.48829754561973737,2026-01-07 22:28:28.970222,2026-01-07 22:32:57.358529,0 days 00:04:28.388307,focal_only,16,0.3243655324342469,96,3,32,4,96,1,0.20207561762693438,exponential,2.7435815547836127,3.997077602156401,0.00040080761535649995,step,False,0.2116665858132204,96,1,34,0.00020852980762086983,COMPLETE
69,0.5286233934392509,2026-01-07 22:32:57.359902,2026-01-07 22:36:53.549542,0 days 00:03:56.189640,focal_only,16,0.4461453565314728,64,3,64,3,64,1,0.17979740584873558,exponential,3.3817573939543153,3.622663857622543,0.0009752830957061185,warmup_cosine,False,0.2816799628585313,192,1,40,6.135120659939024e-05,COMPLETE
70,0.5434441799821985,2026-01-07 22:36:53.553872,2026-01-07 22:40:16.857820,0 days 00:03:23.303948,focal_only,16,0.4659412906615818,96,3,32,2,32,1,0.2627857281778042,linear,2.933333611080006,2.884732248194307,0.0008438982119024463,cosine,False,0.13990241003983503,96,1,37,0.0007276529449294436,COMPLETE
71,0.5568551173444578,2026-01-07 22:40:16.860105,2026-01-07 22:44:46.391098,0 days 00:04:29.530993,focal_only,16,0.42599287798177143,96,3,32,3,32,1,0.2969892041551814,exponential,3.2902147935174804,3.579378806255264,0.0003514063231643786,warmup_cosine,False,0.2176937430993315,96,1,33,0.0003584550708803421,COMPLETE
72,0.5565690905247633,2026-01-07 22:44:46.391765,2026-01-07 22:49:12.220861,0 days 00:04:25.829096,focal_only,16,0.4264758312879721,96,3,32,3,32,1,0.2924864232464161,exponential,3.2536663042952876,3.847653831662303,0.0003422489676541709,warmup_cosine,False,0.1781207154490206,96,1,35,0.0003738509931586046,COMPLETE
73,0.5559564196551374,2026-01-07 22:49:12.221568,2026-01-07 22:53:38.897670,0 days 00:04:26.676102,focal_only,16,0.4276926204917579,96,3,32,3,32,1,0.30130508752664326,exponential,3.444136248658216,3.8405357723464735,0.00022708748727463926,warmup_cosine,False,0.1816600511564444,96,1,35,0.00023754441876392462,COMPLETE
74,0.553625929053974,2026-01-07 22:53:38.898397,2026-01-07 22:58:01.954632,0 days 00:04:23.056235,focal_only,16,0.3959236064657845,96,3,32,3,32,1,0.3394073273756994,exponential,3.3088587693813936,3.7587926129654052,0.0003300465442839453,warmup_cosine,False,0.16517277636689798,96,1,34,0.0004003819490561044,COMPLETE
75,0.5486805798453227,2026-01-07 22:58:01.955427,2026-01-07 23:02:13.242489,0 days 00:04:11.287062,focal_only,16,0.3683697788495883,96,3,32,3,96,1,0.320002587327486,exponential,3.1130831660244707,3.9069125803826394,0.0002178577868513807,onecycle,False,0.1916125196575467,96,1,36,1.4127760206270444e-06,COMPLETE
76,0.4685653444502266,2026-01-07 23:02:13.244186,2026-01-07 23:07:56.953105,0 days 00:05:43.708919,weighted_sampling,16,0.273246484303195,96,3,32,4,32,1,0.2555566904403676,exponential,3.14282374744847,3.639194395396853,0.00036653361666063135,warmup_cosine,True,0.20196601473940126,96,1,32,0.0004944759335459756,COMPLETE
77,0.5581887558994514,2026-01-07 23:07:56.953729,2026-01-07 23:12:35.128958,0 days 00:04:38.175229,focal_only,16,0.41214401605880663,32,3,32,3,32,1,0.27986712678772774,exponential,2.4169680977570405,2.6171720370361737,0.0002681386440643716,warmup_cosine,False,0.24533770521743206,64,1,31,0.00014262572706223234,COMPLETE
78,0.5502918089691564,2026-01-07 23:12:35.129681,2026-01-07 23:18:00.215507,0 days 00:05:25.085826,focal_only,16,0.4057260739507723,32,3,96,3,64,1,0.28759700316362247,exponential,3.356575505236162,2.0777059307285697,0.00027299887370741527,onecycle,False,0.24625410229811898,256,1,30,0.0009618117394825165,COMPLETE
79,0.5322655788642532,2026-01-07 23:18:00.217186,2026-01-07 23:20:47.331600,0 days 00:02:47.114414,focal_only,32,0.4498681186606503,32,3,32,4,96,1,0.2904528340465726,linear,2.3678416652222998,2.6428851313564756,0.00016676021188570663,cosine,False,0.29675864605256397,64,1,31,0.0001379570692971913,COMPLETE
80,0.5186109381205739,2026-01-07 23:20:47.332360,2026-01-07 23:24:43.348978,0 days 00:03:56.016618,focal_only,16,0.3098717948508911,32,3,32,2,32,3,0.32879266119159095,exponential,2.6014445524217455,2.533553440515896,0.0002076877215893854,warmup_cosine,True,0.2750788739407299,64,1,31,0.0007778587643997515,COMPLETE
81,0.5539813416672117,2026-01-07 23:24:43.351791,2026-01-07 23:29:18.385334,0 days 00:04:35.033543,focal_only,16,0.41312795978686967,32,3,32,3,32,1,0.27408836332836173,exponential,3.0036131525233403,3.7447278731619895,0.00028083297285304965,warmup_cosine,False,0.23442658294289284,64,1,33,0.0003550274180573485,COMPLETE
